state,date,sex,age,ethnicity,population
Melaka,1/1/2025,male,80-84,bumi_malay,1.2
Melaka,1/1/2025,male,80-84,bumi_other,0
Melaka,1/1/2025,male,80-84,chinese,1.2
Melaka,1/1/2025,male,80-84,indian,0.1
Melaka,1/1/2025,male,80-84,other_citizen,0
Melaka,1/1/2025,male,80-84,other_noncitizen,0
Melaka,1/1/2025,male,85+,bumi_malay,0.7
Melaka,1/1/2025,male,85+,bumi_other,0
Melaka,1/1/2025,male,85+,chinese,0.7
Melaka,1/1/2025,male,85+,indian,0.1
Melaka,1/1/2025,male,85+,other_citizen,0
Melaka,1/1/2025,male,85+,other_noncitizen,0
Negeri Sembilan,1/1/2025,both,0-4,bumi_malay,60.4
Negeri Sembilan,1/1/2025,both,0-4,bumi_other,2.1
Negeri Sembilan,1/1/2025,both,0-4,chinese,7
Negeri Sembilan,1/1/2025,both,0-4,indian,8.2
Negeri Sembilan,1/1/2025,both,0-4,other_citizen,0.5
Negeri Sembilan,1/1/2025,both,0-4,other_noncitizen,1
Negeri Sembilan,1/1/2025,both,5-9,bumi_malay,60.8
Negeri Sembilan,1/1/2025,both,5-9,bumi_other,2.6
Negeri Sembilan,1/1/2025,both,5-9,chinese,16.7
Negeri Sembilan,1/1/2025,both,5-9,indian,11.1
Negeri Sembilan,1/1/2025,both,5-9,other_citizen,0.4
Negeri Sembilan,1/1/2025,both,5-9,other_noncitizen,1.5
Negeri Sembilan,1/1/2025,both,10-14,bumi_malay,71.5
Negeri Sembilan,1/1/2025,both,10-14,bumi_other,2.4
Negeri Sembilan,1/1/2025,both,10-14,chinese,24.3
Negeri Sembilan,1/1/2025,both,10-14,indian,15.9
Negeri Sembilan,1/1/2025,both,10-14,other_citizen,0.4
Negeri Sembilan,1/1/2025,both,10-14,other_noncitizen,0.6
Negeri Sembilan,1/1/2025,both,15-19,bumi_malay,58.4
Negeri Sembilan,1/1/2025,both,15-19,bumi_other,2.1
Negeri Sembilan,1/1/2025,both,15-19,chinese,19.4
Negeri Sembilan,1/1/2025,both,15-19,indian,12.9
Negeri Sembilan,1/1/2025,both,15-19,other_citizen,0.4
Negeri Sembilan,1/1/2025,both,15-19,other_noncitizen,0.8
Negeri Sembilan,1/1/2025,both,20-24,bumi_malay,62.5
Negeri Sembilan,1/1/2025,both,20-24,bumi_other,2
Negeri Sembilan,1/1/2025,both,20-24,chinese,19.7
Negeri Sembilan,1/1/2025,both,20-24,indian,13.9
Negeri Sembilan,1/1/2025,both,20-24,other_citizen,0.3
Negeri Sembilan,1/1/2025,both,20-24,other_noncitizen,11.6
Negeri Sembilan,1/1/2025,both,25-29,bumi_malay,60.8
Negeri Sembilan,1/1/2025,both,25-29,bumi_other,2.3
Negeri Sembilan,1/1/2025,both,25-29,chinese,14.5
Negeri Sembilan,1/1/2025,both,25-29,indian,11.3
Negeri Sembilan,1/1/2025,both,25-29,other_citizen,0.5
Negeri Sembilan,1/1/2025,both,25-29,other_noncitizen,14.8
Negeri Sembilan,1/1/2025,both,30-34,bumi_malay,56.3
Negeri Sembilan,1/1/2025,both,30-34,bumi_other,1.9
Negeri Sembilan,1/1/2025,both,30-34,chinese,15.1
Negeri Sembilan,1/1/2025,both,30-34,indian,12.6
Negeri Sembilan,1/1/2025,both,30-34,other_citizen,0.7
Negeri Sembilan,1/1/2025,both,30-34,other_noncitizen,16.7
Negeri Sembilan,1/1/2025,both,35-39,bumi_malay,60.2
Negeri Sembilan,1/1/2025,both,35-39,bumi_other,1.6
Negeri Sembilan,1/1/2025,both,35-39,chinese,17.4
Negeri Sembilan,1/1/2025,both,35-39,indian,14.2
Negeri Sembilan,1/1/2025,both,35-39,other_citizen,0.8
Negeri Sembilan,1/1/2025,both,35-39,other_noncitizen,12.3
Negeri Sembilan,1/1/2025,both,40-44,bumi_malay,55.4
Negeri Sembilan,1/1/2025,both,40-44,bumi_other,1.6
Negeri Sembilan,1/1/2025,both,40-44,chinese,18.9
Negeri Sembilan,1/1/2025,both,40-44,indian,13.4
Negeri Sembilan,1/1/2025,both,40-44,other_citizen,0.6
Negeri Sembilan,1/1/2025,both,40-44,other_noncitizen,5.7
Negeri Sembilan,1/1/2025,both,45-49,bumi_malay,41
Negeri Sembilan,1/1/2025,both,45-49,bumi_other,1.2
Negeri Sembilan,1/1/2025,both,45-49,chinese,16.1
Negeri Sembilan,1/1/2025,both,45-49,indian,11
Negeri Sembilan,1/1/2025,both,45-49,other_citizen,0.4
Negeri Sembilan,1/1/2025,both,45-49,other_noncitizen,3.1
Negeri Sembilan,1/1/2025,both,50-54,bumi_malay,33.5
Negeri Sembilan,1/1/2025,both,50-54,bumi_other,1
Negeri Sembilan,1/1/2025,both,50-54,chinese,14.7
Negeri Sembilan,1/1/2025,both,50-54,indian,8.9
Negeri Sembilan,1/1/2025,both,50-54,other_citizen,0.3
Negeri Sembilan,1/1/2025,both,50-54,other_noncitizen,1.3
Negeri Sembilan,1/1/2025,both,55-59,bumi_malay,28.6
Negeri Sembilan,1/1/2025,both,55-59,bumi_other,0.8
Negeri Sembilan,1/1/2025,both,55-59,chinese,13.1
Negeri Sembilan,1/1/2025,both,55-59,indian,7.4
Negeri Sembilan,1/1/2025,both,55-59,other_citizen,0.2
Negeri Sembilan,1/1/2025,both,55-59,other_noncitizen,1.2
Negeri Sembilan,1/1/2025,both,60-64,bumi_malay,32.5
Negeri Sembilan,1/1/2025,both,60-64,bumi_other,0.6
Negeri Sembilan,1/1/2025,both,60-64,chinese,16.4
Negeri Sembilan,1/1/2025,both,60-64,indian,8.6
Negeri Sembilan,1/1/2025,both,60-64,other_citizen,0.2
Negeri Sembilan,1/1/2025,both,60-64,other_noncitizen,1.1
Negeri Sembilan,1/1/2025,both,65-69,bumi_malay,22.8
Negeri Sembilan,1/1/2025,both,65-69,bumi_other,0.4
Negeri Sembilan,1/1/2025,both,65-69,chinese,11.3
Negeri Sembilan,1/1/2025,both,65-69,indian,5.5
Negeri Sembilan,1/1/2025,both,65-69,other_citizen,0.2
Negeri Sembilan,1/1/2025,both,65-69,other_noncitizen,0.7
Negeri Sembilan,1/1/2025,both,70-74,bumi_malay,16.6
Negeri Sembilan,1/1/2025,both,70-74,bumi_other,0.3
Negeri Sembilan,1/1/2025,both,70-74,chinese,9.7
Negeri Sembilan,1/1/2025,both,70-74,indian,4.2
Negeri Sembilan,1/1/2025,both,70-74,other_citizen,0.1
Negeri Sembilan,1/1/2025,both,70-74,other_noncitizen,0.4
Negeri Sembilan,1/1/2025,both,75-79,bumi_malay,8.4
Negeri Sembilan,1/1/2025,both,75-79,bumi_other,0.2
Negeri Sembilan,1/1/2025,both,75-79,chinese,6.5
Negeri Sembilan,1/1/2025,both,75-79,indian,2.6
Negeri Sembilan,1/1/2025,both,75-79,other_citizen,0
Negeri Sembilan,1/1/2025,both,75-79,other_noncitizen,0.3
Negeri Sembilan,1/1/2025,both,80-84,bumi_malay,3.1
Negeri Sembilan,1/1/2025,both,80-84,bumi_other,0.1
Negeri Sembilan,1/1/2025,both,80-84,chinese,3
Negeri Sembilan,1/1/2025,both,80-84,indian,1
Negeri Sembilan,1/1/2025,both,80-84,other_citizen,0
Negeri Sembilan,1/1/2025,both,80-84,other_noncitizen,0.2
Negeri Sembilan,1/1/2025,both,85+,bumi_malay,0.8
Negeri Sembilan,1/1/2025,both,85+,bumi_other,0.1
Negeri Sembilan,1/1/2025,both,85+,chinese,1.3
Negeri Sembilan,1/1/2025,both,85+,indian,0.6
Negeri Sembilan,1/1/2025,both,85+,other_citizen,0
Negeri Sembilan,1/1/2025,both,85+,other_noncitizen,0.1
Negeri Sembilan,1/1/2025,female,0-4,bumi_malay,29.1
Negeri Sembilan,1/1/2025,female,0-4,bumi_other,1
Negeri Sembilan,1/1/2025,female,0-4,chinese,3.4
Negeri Sembilan,1/1/2025,female,0-4,indian,4
Negeri Sembilan,1/1/2025,female,0-4,other_citizen,0.3
Negeri Sembilan,1/1/2025,female,0-4,other_noncitizen,0.6
Negeri Sembilan,1/1/2025,female,5-9,bumi_malay,29.8
Negeri Sembilan,1/1/2025,female,5-9,bumi_other,1.2
Negeri Sembilan,1/1/2025,female,5-9,chinese,9.2
Negeri Sembilan,1/1/2025,female,5-9,indian,5.8
Negeri Sembilan,1/1/2025,female,5-9,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,5-9,other_noncitizen,0.7
Negeri Sembilan,1/1/2025,female,10-14,bumi_malay,33.9
Negeri Sembilan,1/1/2025,female,10-14,bumi_other,1.1
Negeri Sembilan,1/1/2025,female,10-14,chinese,11.8
Negeri Sembilan,1/1/2025,female,10-14,indian,7.7
Negeri Sembilan,1/1/2025,female,10-14,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,10-14,other_noncitizen,0.2
Negeri Sembilan,1/1/2025,female,15-19,bumi_malay,27.4
Negeri Sembilan,1/1/2025,female,15-19,bumi_other,1
Negeri Sembilan,1/1/2025,female,15-19,chinese,9
Negeri Sembilan,1/1/2025,female,15-19,indian,6.1
Negeri Sembilan,1/1/2025,female,15-19,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,15-19,other_noncitizen,0.3
Negeri Sembilan,1/1/2025,female,20-24,bumi_malay,30.3
Negeri Sembilan,1/1/2025,female,20-24,bumi_other,1
Negeri Sembilan,1/1/2025,female,20-24,chinese,9.1
Negeri Sembilan,1/1/2025,female,20-24,indian,6.3
Negeri Sembilan,1/1/2025,female,20-24,other_citizen,0.1
Negeri Sembilan,1/1/2025,female,20-24,other_noncitizen,4.2
Negeri Sembilan,1/1/2025,female,25-29,bumi_malay,31.2
Negeri Sembilan,1/1/2025,female,25-29,bumi_other,1
Negeri Sembilan,1/1/2025,female,25-29,chinese,7
Negeri Sembilan,1/1/2025,female,25-29,indian,5.3
Negeri Sembilan,1/1/2025,female,25-29,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,25-29,other_noncitizen,4.3
Negeri Sembilan,1/1/2025,female,30-34,bumi_malay,27.9
Negeri Sembilan,1/1/2025,female,30-34,bumi_other,0.9
Negeri Sembilan,1/1/2025,female,30-34,chinese,7.4
Negeri Sembilan,1/1/2025,female,30-34,indian,6.2
Negeri Sembilan,1/1/2025,female,30-34,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,30-34,other_noncitizen,3
Negeri Sembilan,1/1/2025,female,35-39,bumi_malay,29.8
Negeri Sembilan,1/1/2025,female,35-39,bumi_other,0.8
Negeri Sembilan,1/1/2025,female,35-39,chinese,8.7
Negeri Sembilan,1/1/2025,female,35-39,indian,6.8
Negeri Sembilan,1/1/2025,female,35-39,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,35-39,other_noncitizen,2
Negeri Sembilan,1/1/2025,female,40-44,bumi_malay,27.1
Negeri Sembilan,1/1/2025,female,40-44,bumi_other,0.8
Negeri Sembilan,1/1/2025,female,40-44,chinese,9.2
Negeri Sembilan,1/1/2025,female,40-44,indian,6.6
Negeri Sembilan,1/1/2025,female,40-44,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,40-44,other_noncitizen,1.2
Negeri Sembilan,1/1/2025,female,45-49,bumi_malay,20.6
Negeri Sembilan,1/1/2025,female,45-49,bumi_other,0.6
Negeri Sembilan,1/1/2025,female,45-49,chinese,7.8
Negeri Sembilan,1/1/2025,female,45-49,indian,5.5
Negeri Sembilan,1/1/2025,female,45-49,other_citizen,0.2
Negeri Sembilan,1/1/2025,female,45-49,other_noncitizen,0.9
Negeri Sembilan,1/1/2025,female,50-54,bumi_malay,16.6
Negeri Sembilan,1/1/2025,female,50-54,bumi_other,0.5
Negeri Sembilan,1/1/2025,female,50-54,chinese,7.2
Negeri Sembilan,1/1/2025,female,50-54,indian,4.5
Negeri Sembilan,1/1/2025,female,50-54,other_citizen,0.1
Negeri Sembilan,1/1/2025,female,50-54,other_noncitizen,0.5
Negeri Sembilan,1/1/2025,female,55-59,bumi_malay,15.3
Negeri Sembilan,1/1/2025,female,55-59,bumi_other,0.4
Negeri Sembilan,1/1/2025,female,55-59,chinese,6.8
Negeri Sembilan,1/1/2025,female,55-59,indian,4
Negeri Sembilan,1/1/2025,female,55-59,other_citizen,0.1
Negeri Sembilan,1/1/2025,female,55-59,other_noncitizen,0.4
Negeri Sembilan,1/1/2025,female,60-64,bumi_malay,16.8
Negeri Sembilan,1/1/2025,female,60-64,bumi_other,0.3
Negeri Sembilan,1/1/2025,female,60-64,chinese,8.2
Negeri Sembilan,1/1/2025,female,60-64,indian,4.5
Negeri Sembilan,1/1/2025,female,60-64,other_citizen,0.1
Negeri Sembilan,1/1/2025,female,60-64,other_noncitizen,0.3
Negeri Sembilan,1/1/2025,female,65-69,bumi_malay,12.3
Negeri Sembilan,1/1/2025,female,65-69,bumi_other,0.2
Negeri Sembilan,1/1/2025,female,65-69,chinese,5.9
Negeri Sembilan,1/1/2025,female,65-69,indian,3
Negeri Sembilan,1/1/2025,female,65-69,other_citizen,0.1
Negeri Sembilan,1/1/2025,female,65-69,other_noncitizen,0.3
Negeri Sembilan,1/1/2025,female,70-74,bumi_malay,8.7
Negeri Sembilan,1/1/2025,female,70-74,bumi_other,0.1
Negeri Sembilan,1/1/2025,female,70-74,chinese,4.9
Negeri Sembilan,1/1/2025,female,70-74,indian,2.3
Negeri Sembilan,1/1/2025,female,70-74,other_citizen,0.1
Negeri Sembilan,1/1/2025,female,70-74,other_noncitizen,0.2
Negeri Sembilan,1/1/2025,female,75-79,bumi_malay,4.4
Negeri Sembilan,1/1/2025,female,75-79,bumi_other,0.1
Negeri Sembilan,1/1/2025,female,75-79,chinese,3.4
Negeri Sembilan,1/1/2025,female,75-79,indian,1.4
Negeri Sembilan,1/1/2025,female,75-79,other_citizen,0
Negeri Sembilan,1/1/2025,female,75-79,other_noncitizen,0.1
Negeri Sembilan,1/1/2025,female,80-84,bumi_malay,1.7
Negeri Sembilan,1/1/2025,female,80-84,bumi_other,0
Negeri Sembilan,1/1/2025,female,80-84,chinese,1.7
Negeri Sembilan,1/1/2025,female,80-84,indian,0.6
Negeri Sembilan,1/1/2025,female,80-84,other_citizen,0
Negeri Sembilan,1/1/2025,female,80-84,other_noncitizen,0.1
Negeri Sembilan,1/1/2025,female,85+,bumi_malay,0.4
Negeri Sembilan,1/1/2025,female,85+,bumi_other,0
Negeri Sembilan,1/1/2025,female,85+,chinese,0.6
Negeri Sembilan,1/1/2025,female,85+,indian,0.3
Negeri Sembilan,1/1/2025,female,85+,other_citizen,0
Negeri Sembilan,1/1/2025,female,85+,other_noncitizen,0.1
Negeri Sembilan,1/1/2025,male,0-4,bumi_malay,31.4
Negeri Sembilan,1/1/2025,male,0-4,bumi_other,1.1
Negeri Sembilan,1/1/2025,male,0-4,chinese,3.7
Negeri Sembilan,1/1/2025,male,0-4,indian,4.1
Negeri Sembilan,1/1/2025,male,0-4,other_citizen,0.3
Negeri Sembilan,1/1/2025,male,0-4,other_noncitizen,0.3
Negeri Sembilan,1/1/2025,male,5-9,bumi_malay,31
Negeri Sembilan,1/1/2025,male,5-9,bumi_other,1.4
Negeri Sembilan,1/1/2025,male,5-9,chinese,7.5
Negeri Sembilan,1/1/2025,male,5-9,indian,5.2
Negeri Sembilan,1/1/2025,male,5-9,other_citizen,0.2
Negeri Sembilan,1/1/2025,male,5-9,other_noncitizen,0.8
Negeri Sembilan,1/1/2025,male,10-14,bumi_malay,37.6
Negeri Sembilan,1/1/2025,male,10-14,bumi_other,1.3
Negeri Sembilan,1/1/2025,male,10-14,chinese,12.5
Negeri Sembilan,1/1/2025,male,10-14,indian,8.1
Negeri Sembilan,1/1/2025,male,10-14,other_citizen,0.2
Negeri Sembilan,1/1/2025,male,10-14,other_noncitizen,0.4
Negeri Sembilan,1/1/2025,male,15-19,bumi_malay,31
Negeri Sembilan,1/1/2025,male,15-19,bumi_other,1.1
Negeri Sembilan,1/1/2025,male,15-19,chinese,10.4
Negeri Sembilan,1/1/2025,male,15-19,indian,6.8
Negeri Sembilan,1/1/2025,male,15-19,other_citizen,0.2
Negeri Sembilan,1/1/2025,male,15-19,other_noncitizen,0.5
Negeri Sembilan,1/1/2025,male,20-24,bumi_malay,32.2
Negeri Sembilan,1/1/2025,male,20-24,bumi_other,1
Negeri Sembilan,1/1/2025,male,20-24,chinese,10.6
Negeri Sembilan,1/1/2025,male,20-24,indian,7.6
Negeri Sembilan,1/1/2025,male,20-24,other_citizen,0.2
Negeri Sembilan,1/1/2025,male,20-24,other_noncitizen,7.4
Negeri Sembilan,1/1/2025,male,25-29,bumi_malay,29.6
Negeri Sembilan,1/1/2025,male,25-29,bumi_other,1.2
Negeri Sembilan,1/1/2025,male,25-29,chinese,7.6
Negeri Sembilan,1/1/2025,male,25-29,indian,6
Negeri Sembilan,1/1/2025,male,25-29,other_citizen,0.3
Negeri Sembilan,1/1/2025,male,25-29,other_noncitizen,10.5
Negeri Sembilan,1/1/2025,male,30-34,bumi_malay,28.4
Negeri Sembilan,1/1/2025,male,30-34,bumi_other,1
Negeri Sembilan,1/1/2025,male,30-34,chinese,7.7
Negeri Sembilan,1/1/2025,male,30-34,indian,6.5
Negeri Sembilan,1/1/2025,male,30-34,other_citizen,0.5
Negeri Sembilan,1/1/2025,male,30-34,other_noncitizen,13.7
Negeri Sembilan,1/1/2025,male,35-39,bumi_malay,30.4
Negeri Sembilan,1/1/2025,male,35-39,bumi_other,0.8
Negeri Sembilan,1/1/2025,male,35-39,chinese,8.7
Negeri Sembilan,1/1/2025,male,35-39,indian,7.4
Negeri Sembilan,1/1/2025,male,35-39,other_citizen,0.6
Negeri Sembilan,1/1/2025,male,35-39,other_noncitizen,10.3
Negeri Sembilan,1/1/2025,male,40-44,bumi_malay,28.3
Negeri Sembilan,1/1/2025,male,40-44,bumi_other,0.8
Negeri Sembilan,1/1/2025,male,40-44,chinese,9.7
Negeri Sembilan,1/1/2025,male,40-44,indian,6.8
Negeri Sembilan,1/1/2025,male,40-44,other_citizen,0.4
Negeri Sembilan,1/1/2025,male,40-44,other_noncitizen,4.5
Negeri Sembilan,1/1/2025,male,45-49,bumi_malay,20.4
Negeri Sembilan,1/1/2025,male,45-49,bumi_other,0.6
Negeri Sembilan,1/1/2025,male,45-49,chinese,8.2
Negeri Sembilan,1/1/2025,male,45-49,indian,5.4
Negeri Sembilan,1/1/2025,male,45-49,other_citizen,0.2
Negeri Sembilan,1/1/2025,male,45-49,other_noncitizen,2.2
Negeri Sembilan,1/1/2025,male,50-54,bumi_malay,16.9
Negeri Sembilan,1/1/2025,male,50-54,bumi_other,0.5
Negeri Sembilan,1/1/2025,male,50-54,chinese,7.5
Negeri Sembilan,1/1/2025,male,50-54,indian,4.4
Negeri Sembilan,1/1/2025,male,50-54,other_citizen,0.1
Negeri Sembilan,1/1/2025,male,50-54,other_noncitizen,0.8
Negeri Sembilan,1/1/2025,male,55-59,bumi_malay,13.4
Negeri Sembilan,1/1/2025,male,55-59,bumi_other,0.4
Negeri Sembilan,1/1/2025,male,55-59,chinese,6.3
Negeri Sembilan,1/1/2025,male,55-59,indian,3.4
Negeri Sembilan,1/1/2025,male,55-59,other_citizen,0.1
Negeri Sembilan,1/1/2025,male,55-59,other_noncitizen,0.8
Negeri Sembilan,1/1/2025,male,60-64,bumi_malay,15.7
Negeri Sembilan,1/1/2025,male,60-64,bumi_other,0.3
Negeri Sembilan,1/1/2025,male,60-64,chinese,8.2
Negeri Sembilan,1/1/2025,male,60-64,indian,4.1
Negeri Sembilan,1/1/2025,male,60-64,other_citizen,0.1
Negeri Sembilan,1/1/2025,male,60-64,other_noncitizen,0.8
Negeri Sembilan,1/1/2025,male,65-69,bumi_malay,10.5
Negeri Sembilan,1/1/2025,male,65-69,bumi_other,0.2
Negeri Sembilan,1/1/2025,male,65-69,chinese,5.4
Negeri Sembilan,1/1/2025,male,65-69,indian,2.5
Negeri Sembilan,1/1/2025,male,65-69,other_citizen,0.1
Negeri Sembilan,1/1/2025,male,65-69,other_noncitizen,0.4
Negeri Sembilan,1/1/2025,male,70-74,bumi_malay,8
Negeri Sembilan,1/1/2025,male,70-74,bumi_other,0.1
Negeri Sembilan,1/1/2025,male,70-74,chinese,4.7
Negeri Sembilan,1/1/2025,male,70-74,indian,1.9
Negeri Sembilan,1/1/2025,male,70-74,other_citizen,0.1
Negeri Sembilan,1/1/2025,male,70-74,other_noncitizen,0.2
Negeri Sembilan,1/1/2025,male,75-79,bumi_malay,4
Negeri Sembilan,1/1/2025,male,75-79,bumi_other,0.1
Negeri Sembilan,1/1/2025,male,75-79,chinese,3.2
Negeri Sembilan,1/1/2025,male,75-79,indian,1.2
Negeri Sembilan,1/1/2025,male,75-79,other_citizen,0
Negeri Sembilan,1/1/2025,male,75-79,other_noncitizen,0.2
Negeri Sembilan,1/1/2025,male,80-84,bumi_malay,1.4
Negeri Sembilan,1/1/2025,male,80-84,bumi_other,0
Negeri Sembilan,1/1/2025,male,80-84,chinese,1.3
Negeri Sembilan,1/1/2025,male,80-84,indian,0.5
Negeri Sembilan,1/1/2025,male,80-84,other_citizen,0
Negeri Sembilan,1/1/2025,male,80-84,other_noncitizen,0.1
Negeri Sembilan,1/1/2025,male,85+,bumi_malay,0.4
Negeri Sembilan,1/1/2025,male,85+,bumi_other,0
Negeri Sembilan,1/1/2025,male,85+,chinese,0.7
Negeri Sembilan,1/1/2025,male,85+,indian,0.3
Negeri Sembilan,1/1/2025,male,85+,other_citizen,0
Negeri Sembilan,1/1/2025,male,85+,other_noncitizen,0
Pahang,1/1/2025,both,0-4,bumi_malay,95.1
Pahang,1/1/2025,both,0-4,bumi_other,9.5
Pahang,1/1/2025,both,0-4,chinese,6.4
Pahang,1/1/2025,both,0-4,indian,2.3
Pahang,1/1/2025,both,0-4,other_citizen,0.8
Pahang,1/1/2025,both,0-4,other_noncitizen,0.8
Pahang,1/1/2025,both,5-9,bumi_malay,108.3
Pahang,1/1/2025,both,5-9,bumi_other,9
Pahang,1/1/2025,both,5-9,chinese,13.1
Pahang,1/1/2025,both,5-9,indian,3.4
Pahang,1/1/2025,both,5-9,other_citizen,0.8
Pahang,1/1/2025,both,5-9,other_noncitizen,0.5
Pahang,1/1/2025,both,10-14,bumi_malay,106.1
Pahang,1/1/2025,both,10-14,bumi_other,8.3
Pahang,1/1/2025,both,10-14,chinese,19.6
Pahang,1/1/2025,both,10-14,indian,4.6
Pahang,1/1/2025,both,10-14,other_citizen,0.6
Pahang,1/1/2025,both,10-14,other_noncitizen,0.6
Pahang,1/1/2025,both,15-19,bumi_malay,106.8
Pahang,1/1/2025,both,15-19,bumi_other,8.2
Pahang,1/1/2025,both,15-19,chinese,26.7
Pahang,1/1/2025,both,15-19,indian,5.6
Pahang,1/1/2025,both,15-19,other_citizen,0.5
Pahang,1/1/2025,both,15-19,other_noncitizen,0.7
Pahang,1/1/2025,both,20-24,bumi_malay,116.4
Pahang,1/1/2025,both,20-24,bumi_other,9.6
Pahang,1/1/2025,both,20-24,chinese,23.7
Pahang,1/1/2025,both,20-24,indian,5.8
Pahang,1/1/2025,both,20-24,other_citizen,0.6
Pahang,1/1/2025,both,20-24,other_noncitizen,8.9
Pahang,1/1/2025,both,25-29,bumi_malay,86.7
Pahang,1/1/2025,both,25-29,bumi_other,9.1
Pahang,1/1/2025,both,25-29,chinese,13
Pahang,1/1/2025,both,25-29,indian,4.5
Pahang,1/1/2025,both,25-29,other_citizen,0.8
Pahang,1/1/2025,both,25-29,other_noncitizen,21.1
Pahang,1/1/2025,both,30-34,bumi_malay,78.3
Pahang,1/1/2025,both,30-34,bumi_other,8.4
Pahang,1/1/2025,both,30-34,chinese,12.4
Pahang,1/1/2025,both,30-34,indian,3.8
Pahang,1/1/2025,both,30-34,other_citizen,1
Pahang,1/1/2025,both,30-34,other_noncitizen,23.8
Pahang,1/1/2025,both,35-39,bumi_malay,87.3
Pahang,1/1/2025,both,35-39,bumi_other,7.6
Pahang,1/1/2025,both,35-39,chinese,14.1
Pahang,1/1/2025,both,35-39,indian,3.9
Pahang,1/1/2025,both,35-39,other_citizen,1
Pahang,1/1/2025,both,35-39,other_noncitizen,19.5
Pahang,1/1/2025,both,40-44,bumi_malay,92.5
Pahang,1/1/2025,both,40-44,bumi_other,6.4
Pahang,1/1/2025,both,40-44,chinese,16.1
Pahang,1/1/2025,both,40-44,indian,4.4
Pahang,1/1/2025,both,40-44,other_citizen,1
Pahang,1/1/2025,both,40-44,other_noncitizen,13.3
Pahang,1/1/2025,both,45-49,bumi_malay,78.8
Pahang,1/1/2025,both,45-49,bumi_other,5.2
Pahang,1/1/2025,both,45-49,chinese,16.8
Pahang,1/1/2025,both,45-49,indian,4.3
Pahang,1/1/2025,both,45-49,other_citizen,0.8
Pahang,1/1/2025,both,45-49,other_noncitizen,6.8
Pahang,1/1/2025,both,50-54,bumi_malay,59.2
Pahang,1/1/2025,both,50-54,bumi_other,4
Pahang,1/1/2025,both,50-54,chinese,14.4
Pahang,1/1/2025,both,50-54,indian,3.5
Pahang,1/1/2025,both,50-54,other_citizen,0.6
Pahang,1/1/2025,both,50-54,other_noncitizen,3
Pahang,1/1/2025,both,55-59,bumi_malay,46.8
Pahang,1/1/2025,both,55-59,bumi_other,2.9
Pahang,1/1/2025,both,55-59,chinese,12
Pahang,1/1/2025,both,55-59,indian,2.6
Pahang,1/1/2025,both,55-59,other_citizen,0.4
Pahang,1/1/2025,both,55-59,other_noncitizen,1.7
Pahang,1/1/2025,both,60-64,bumi_malay,44
Pahang,1/1/2025,both,60-64,bumi_other,2.3
Pahang,1/1/2025,both,60-64,chinese,12
Pahang,1/1/2025,both,60-64,indian,2.4
Pahang,1/1/2025,both,60-64,other_citizen,0.3
Pahang,1/1/2025,both,60-64,other_noncitizen,0.9
Pahang,1/1/2025,both,65-69,bumi_malay,31.6
Pahang,1/1/2025,both,65-69,bumi_other,1.5
Pahang,1/1/2025,both,65-69,chinese,8.5
Pahang,1/1/2025,both,65-69,indian,1.8
Pahang,1/1/2025,both,65-69,other_citizen,0.2
Pahang,1/1/2025,both,65-69,other_noncitizen,0.1
Pahang,1/1/2025,both,70-74,bumi_malay,25.1
Pahang,1/1/2025,both,70-74,bumi_other,1.8
Pahang,1/1/2025,both,70-74,chinese,4.3
Pahang,1/1/2025,both,70-74,indian,1.2
Pahang,1/1/2025,both,70-74,other_citizen,0.2
Pahang,1/1/2025,both,70-74,other_noncitizen,0.1
Pahang,1/1/2025,both,75-79,bumi_malay,17.5
Pahang,1/1/2025,both,75-79,bumi_other,1.3
Pahang,1/1/2025,both,75-79,chinese,3.5
Pahang,1/1/2025,both,75-79,indian,0.9
Pahang,1/1/2025,both,75-79,other_citizen,0.1
Pahang,1/1/2025,both,75-79,other_noncitizen,0
Pahang,1/1/2025,both,80-84,bumi_malay,7.2
Pahang,1/1/2025,both,80-84,bumi_other,0.8
Pahang,1/1/2025,both,80-84,chinese,1.4
Pahang,1/1/2025,both,80-84,indian,0.5
Pahang,1/1/2025,both,80-84,other_citizen,0
Pahang,1/1/2025,both,80-84,other_noncitizen,0
Pahang,1/1/2025,both,85+,bumi_malay,7.3
Pahang,1/1/2025,both,85+,bumi_other,1.4
Pahang,1/1/2025,both,85+,chinese,0.4
Pahang,1/1/2025,both,85+,indian,0.4
Pahang,1/1/2025,both,85+,other_citizen,0.1
Pahang,1/1/2025,both,85+,other_noncitizen,0.1
Pahang,1/1/2025,female,0-4,bumi_malay,46
Pahang,1/1/2025,female,0-4,bumi_other,4.6
Pahang,1/1/2025,female,0-4,chinese,3
Pahang,1/1/2025,female,0-4,indian,1.1
Pahang,1/1/2025,female,0-4,other_citizen,0.4
Pahang,1/1/2025,female,0-4,other_noncitizen,0.4
Pahang,1/1/2025,female,5-9,bumi_malay,53.1
Pahang,1/1/2025,female,5-9,bumi_other,4.9
